Symbol	log2FoldChange	foldChange	pvalue	padj	qvalue
PSAP	-0.0899884312	0.9395302831	0.0473877686	0.2179185773	0.1400333299
GGA3	-0.0580111652	0.9605874298	0.0474325849	0.2179185773	0.1400333299
LSM14B	-0.0934787508	0.93726002	0.0474635601	0.2179185773	0.1400333299
MAP2	-0.0980780329	0.9342768121	0.0474668065	0.2179185773	0.1400333299
OSBP	0.0531533226	1.0375301944	0.0476108604	0.2182982492	0.1402773051
TRAPPC4	0.0661265641	1.0469021201	0.0477487448	0.2182989514	0.1402777563
KNDC1	-0.0749754475	0.9493582774	0.0477570948	0.2182989514	0.1402777563
KCTD16	0.0504799184	1.0356093662	0.0477950768	0.2182989514	0.1402777563
LMBRD2	0.0700621139	1.0497618792	0.0480734537	0.219288908	0.1409138972
NCAN	-0.1019718467	0.9317586118	0.0486709071	0.2217299454	0.142482495
USE1	-0.0757130527	0.9488730241	0.0487886991	0.2218783599	0.1425778654
CBR4	-0.0921950631	0.9380943506	0.0488561195	0.2218783599	0.1425778654
ATIC	0.084405898	1.06025104	0.0488905661	0.2218783599	0.1425778654
CACNG3	-0.0727106711	0.9508497727	0.0491250252	0.2225957142	0.1430388334
EDC3	-0.085830204	0.9422421633	0.0491737581	0.2225957142	0.1430388334
GLG1	-0.0621382767	0.9578434083	0.0493368646	0.2230502723	0.1433309301
DCX	0.0970005937	1.069547528	0.0494948704	0.2232481411	0.1434580795
LRPAP1	-0.073849172	0.9500997068	0.0495061223	0.2232481411	0.1434580795
CAPG	0.1600699549	1.1173413155	0.0496945801	0.2235167926	0.1436307135
THNSL1	-0.0397722213	0.9728085263	0.0497346625	0.2235167926	0.1436307135
CYC1	-0.0682072608	0.9538225124	0.0497541596	0.2235167926	0.1436307135
ABHD10	-0.0583372862	0.9603703137	0.049871795	0.2237627323	0.1437887531
LRFN5	-0.0567791498	0.9614080911	0.0500009137	0.2240595099	0.1439794609
FAM213B	0.0882123681	1.0630521466	0.0503909382	0.2254939269	0.1449012096
RPL7A	-0.0479879609	0.9672844014	0.05044777	0.2254939269	0.1449012096
MAP3K5	0.0542298929	1.0383047108	0.0506178904	0.2259100417	0.1451686029
EIF4A3	-0.0462559893	0.9684463345	0.0506932977	0.2259100417	0.1451686029
SLITRK4	0.0883018302	1.0631180689	0.0507313444	0.2259100417	0.1451686029
GPCPD1	-0.1574609351	0.8966016534	0.0508653771	0.2260564493	0.1452626836
COPS3	0.0303681969	1.0212727362	0.0509375931	0.2260564493	0.1452626836
TOM1L2	-0.1565680393	0.8971567392	0.0510709267	0.2260564493	0.1452626836
IDE	-0.035349566	0.9757952963	0.051074965	0.2260564493	0.1452626836
UVRAG	-0.0489575431	0.9666345436	0.0510866419	0.2260564493	0.1452626836
GNG10	0.1784940206	1.131701924	0.0512345475	0.2260564493	0.1452626836
NGEF	-0.100298007	0.9328402816	0.0512606786	0.2260564493	0.1452626836
DCXR	-0.0932874539	0.937384306	0.0512892505	0.2260564493	0.1452626836
NDUFA11	-0.0762411287	0.9485257675	0.0513360346	0.2260564493	0.1452626836
RHOG	-0.0807538883	0.9455634082	0.0514719046	0.2263745817	0.1454671138
PSMB3	0.0623578493	1.0441708938	0.0515680063	0.2264260353	0.1455001776
OLFM2	-0.1414003427	0.906638705	0.051610881	0.2264260353	0.1455001776
PDE1C	-0.1016828115	0.9319453027	0.0516877643	0.2264840707	0.1455374709
SYP	0.0654392994	1.0464035203	0.0517838146	0.2265841031	0.1456017511
NUP50	-0.0573484291	0.9610287998	0.0518379595	0.2265841031	0.1456017511
SPAG9	-0.0465644635	0.9682392854	0.0519216493	0.2266714456	0.145657877
NUDT5	0.0738441906	1.0525174779	0.0520260222	0.2268487585	0.1457718173
GABRB2	-0.0696711345	0.9528551787	0.0522113707	0.2273782828	0.1461120868
HSPA4L	-0.05158441	0.9648760916	0.0528320531	0.2297586919	0.1476417252
CTNNA3	-0.071760452	0.9514762482	0.0529433565	0.2297586919	0.1476417252
FAM175B	0.0494159424	1.0348458942	0.0529896617	0.2297586919	0.1476417252
TMEM9B	0.0534248048	1.0377254522	0.0530162693	0.2297586919	0.1476417252
CDK14	-0.0881611759	0.9407210056	0.0530889498	0.2297937755	0.1476642697
NECAB2	0.2217931036	1.166182116	0.0533782935	0.2306429902	0.1482099706
GRPEL1	-0.0573588285	0.9610218724	0.0534788806	0.2306429902	0.1482099706
LGI3	-0.1154448811	0.923097613	0.0534796141	0.2306429902	0.1482099706
RASA1	0.0575621735	1.0407057182	0.0537008351	0.2307031093	0.1482486028
OS9	-0.0455590448	0.9689142896	0.0537807186	0.2307031093	0.1482486028
PECAM1	0.0578700022	1.0409277979	0.0538079929	0.2307031093	0.1482486028
TTR	0.2315868714	1.1741257017	0.0538808257	0.2307031093	0.1482486028
PPME1	-0.0401008543	0.9725869545	0.0538818874	0.2307031093	0.1482486028
ACOT2	0.1685716941	1.1239451985	0.053882598	0.2307031093	0.1482486028
TTC37	0.0627587681	1.0444611047	0.0540122155	0.2308700034	0.1483558481
TBC1D4	-0.050009289	0.9659301096	0.0540513527	0.2308700034	0.1483558481
STK39	-0.039284768	0.9731372714	0.0542127858	0.2312818847	0.1486205208
ASNS	-0.1524404826	0.8997271838	0.0544257191	0.2319122257	0.1490255746
GLOD4	0.0608131203	1.0430534727	0.0545025954	0.2319620029	0.1490575612
PTRHD1	0.0577579529	1.0408469557	0.0548609638	0.2332082547	0.1498583961
MAOB	0.0939490034	1.0672876108	0.054972976	0.2332746648	0.1499010709
CSNK1D	0.0957770667	1.0686408461	0.0550077133	0.2332746648	0.1499010709
NDUFAF7	-0.0654526602	0.9556454271	0.0550889379	0.2333183375	0.1499291347
HNRNPA3	-0.0461771404	0.9684992653	0.055149163	0.2333183375	0.1499291347
FSD1	-0.0623736326	0.957687162	0.0555218268	0.2343309232	0.1505798169
PLP1	-0.0752784896	0.949158883	0.0555447899	0.2343309232	0.1505798169
ACBD3	-0.0427979534	0.9707704147	0.0555860875	0.2343309232	0.1505798169
ATP6V0D1	0.0616270884	1.0436421292	0.0556820724	0.2344577677	0.1506613266
GABRG2	-0.0672997908	0.9544226653	0.0559119178	0.2349342734	0.1509675266
TXNRD1	0.0614277683	1.0434979515	0.0559272989	0.2349342734	0.1509675266
COL6A1	-0.2622055227	0.8338122526	0.0560619126	0.2352220344	0.1511524403
LMAN2	-0.0571931362	0.9611322513	0.0564247904	0.2362978758	0.1518437703
AK3	0.0965593564	1.069220465	0.0564511508	0.2362978758	0.1518437703
NUMA1	-0.046336499	0.9683922918	0.0569024324	0.2379069971	0.1528777832
ANKIB1	0.0568025951	1.0401579313	0.0571195249	0.2385343541	0.1532809195
PSMC1	0.0353720967	1.0248211085	0.0574813899	0.2397641092	0.1540711536
PRDX1	0.0594173994	1.042044869	0.057557282	0.2397974333	0.1540925676
USP4	-0.0459945442	0.9686218522	0.057688216	0.2397974333	0.1540925676
ZFR	-0.0470125395	0.9679386138	0.0576915691	0.2397974333	0.1540925676
ARF1	0.0652461956	1.0462634692	0.0578144877	0.240027943	0.1542406918
HYOU1	-0.0520407735	0.9645709235	0.0580381976	0.2406430996	0.1546359882
PLXNA4	-0.071344226	0.9517507943	0.058204226	0.2406430996	0.1546359882
HNRNPA1	-0.0493758458	0.9663543131	0.0582044455	0.2406430996	0.1546359882
BSCL2	-0.1265468351	0.9160213727	0.0582949688	0.2406430996	0.1546359882
OAT	-0.067534331	0.9542675166	0.0583444257	0.2406430996	0.1546359882
SMPD3	-0.1542348265	0.8986088488	0.058368464	0.2406430996	0.1546359882
RASAL1	0.1134301236	1.0817972413	0.0586309806	0.2414067767	0.1551267231
KIF5A	-0.0804508247	0.9457620613	0.0586893934	0.2414067767	0.1551267231
MRPL32	-0.0849794499	0.9427979652	0.0589683269	0.2422740266	0.1556840133
EXOC4	0.0284993351	1.0199506398	0.0590613514	0.2423763416	0.1557497604
NID2	-0.0911031275	0.9388046368	0.059580328	0.2442244319	0.1569373335
UBE2V1	0.0565548237	1.0399793078	0.0596503922	0.2442302593	0.1569410782
IMPDH2	0.0529239858	1.0373652774	0.059967232	0.2452453007	0.1575933384
ATXN2	-0.0627056487	0.957466789	0.060188699	0.2458684168	0.1579937496
MTMR2	0.0509193482	1.03592485	0.0602774978	0.2459487812	0.1580453913
CD63	-0.0642404241	0.9564487533	0.0604090671	0.2461036766	0.1581449263
MAGI3	-0.0440064228	0.9699575921	0.060453798	0.2461036766	0.1581449263
CISD1	-0.05449318	0.9629326627	0.0611716553	0.2484779726	0.1596706364
HSD17B4	0.0454786927	1.0320255532	0.0611767015	0.2484779726	0.1596706364
MPST	0.0787592944	1.0561094047	0.0615680552	0.2496339534	0.1604134635
CDC42BPB	0.029995349	1.0210088341	0.0616822005	0.2496339534	0.1604134635
SERPINE2	-0.1535822442	0.8990154135	0.0617055201	0.2496339534	0.1604134635
PDE10A	0.0756691743	1.0538497364	0.0617419559	0.2496339534	0.1604134635
DHX29	-0.0826670505	0.9443103248	0.061932934	0.2501218832	0.1607270047
ERMN	-0.0662407956	0.9551235065	0.0622993818	0.2513165537	0.1614946936
CDC16	0.0618241523	1.0437846945	0.0624933123	0.2517460044	0.1617706564
LAMA4	-0.114422545	0.9237519789	0.0625473491	0.2517460044	0.1617706564
CAMKK2	-0.069131585	0.953211601	0.0629519698	0.2530882581	0.1626331816
TARS	0.0564680068	1.0399167269	0.0637232971	0.2556866613	0.1643029017
C2orf47	-0.0526020433	0.9641957373	0.0637420091	0.2556866613	0.1643029017
ATL1	0.0350186454	1.0245700645	0.0641690498	0.2569129944	0.1650909369
SORCS2	-0.0704975676	0.9523095017	0.064192145	0.2569129944	0.1650909369
CCDC92	-0.0776634723	0.947591083	0.0644337138	0.2571379466	0.1652354901
CAB39	-0.0426547768	0.9708667611	0.0644930773	0.2571379466	0.1652354901
DNAJB14	-0.0588550673	0.9600257001	0.0647002504	0.2571379466	0.1652354901
MAP2K1	0.0682253002	1.0484261915	0.0648321772	0.2571379466	0.1652354901
ATP6V0C	0.1085074729	1.078112308	0.0648365826	0.2571379466	0.1652354901
EXOC7	0.0337278103	1.023653752	0.064882889	0.2571379466	0.1652354901
CALCOCO1	-0.0718709348	0.9514033862	0.0649105656	0.2571379466	0.1652354901
ENOPH1	0.0471074925	1.033191366	0.0649484324	0.2571379466	0.1652354901
CHCHD3	-0.061497765	0.9582687553	0.0649514341	0.2571379466	0.1652354901
CPNE5	0.0623899111	1.0441940992	0.0649710551	0.2571379466	0.1652354901
MVK	0.0987880609	1.070873495	0.0650864602	0.2573084727	0.1653450692
CETN2	0.0879144249	1.0628326294	0.0652325082	0.2575996274	0.1655321637
ATG4B	0.0634789784	1.0449826422	0.065709537	0.258285871	0.1659731402
MPP5	0.1129576825	1.0814430418	0.0657275711	0.258285871	0.1659731402
PRDX2	0.0365607257	1.0256658013	0.0657315569	0.258285871	0.1659731402
CD44	0.2302490171	1.1730374045	0.0657392083	0.258285871	0.1659731402
PPP2R2A	0.0443747157	1.0312361302	0.0657692521	0.258285871	0.1659731402
PTPN1	0.0657035424	1.0465951964	0.0658940475	0.2584906514	0.166104731
TMOD1	0.0797806365	1.0568573319	0.0660655308	0.2586901934	0.1662329556
UBE2Z	0.0542618509	1.0383277112	0.0660903276	0.2586901934	0.1662329556
CYB5R2	0.1295061525	1.0939191788	0.0664052611	0.2594481873	0.1667200385
H2AFV	-0.0542004332	0.9631280776	0.0664298197	0.2594481873	0.1667200385
PACS2	0.1077408379	1.0775395612	0.0665423141	0.2596025807	0.1668192509
ADCYAP1R1	0.0885823842	1.0633248285	0.0668511799	0.2605219036	0.167410003
SSR1	-0.0318572018	0.9781602871	0.067132387	0.2610483287	0.167748281
GSTM3	-0.2320512932	0.8514234359	0.0673084741	0.2610483287	0.167748281
EIF4G2	-0.0419599226	0.9713344784	0.0673153862	0.2610483287	0.167748281
UBE2M	-0.0290723516	0.9800502643	0.0673185867	0.2610483287	0.167748281
MAP2K4	0.0525134391	1.0370701171	0.0673531101	0.2610483287	0.167748281
CAMLG	-0.0957450274	0.9357888685	0.0675724254	0.2616133726	0.1681113752
TSPO	0.3601898961	1.2835948408	0.0677713491	0.2620983263	0.1684230039
PLEKHM2	-0.0464087276	0.9683438104	0.0682270764	0.2629875005	0.1689943826
PBDC1	-0.0366767427	0.9748980468	0.0684061109	0.2629875005	0.1689943826
ACYP1	0.0425081275	1.0299027587	0.0684143034	0.2629875005	0.1689943826
PSMA6	0.0429032013	1.0301848303	0.0684232326	0.2629875005	0.1689943826
PRRC2C	-0.0514820459	0.9649445553	0.0684416415	0.2629875005	0.1689943826
INPPL1	0.0766920073	1.0545971531	0.0684447514	0.2629875005	0.1689943826
WARS2	-0.1632016431	0.8930410248	0.0685346226	0.2630487458	0.1690337385
SCAMP1	0.0459118795	1.032335478	0.0687157509	0.2634597431	0.1692978432
G3BP2	-0.0723658251	0.9510770806	0.0688413944	0.2635172739	0.1693348122
CCZ1	0.0866970386	1.0619361598	0.0689369684	0.2635172739	0.1693348122
CRYAB	-0.0730514641	0.9506251897	0.068952946	0.2635172739	0.1693348122
ALDH7A1	0.0711143126	1.0505277798	0.0690937208	0.2637069984	0.1694567281
COPE	0.0647430329	1.0458986319	0.0691508234	0.2637069984	0.1694567281
PDHA1	-0.0497222061	0.9661223399	0.0693877927	0.2643273732	0.1698553777
TOMM40	-0.1249058035	0.9170639182	0.0700493146	0.2665619908	0.1712913312
UBE2N	0.049806472	1.0351260592	0.0702970645	0.2670210669	0.1715863311
GSPT2	0.0440230936	1.0309848219	0.0703831242	0.2670210669	0.1715863311
IGHM	0.4438495239	1.3602289703	0.0703950986	0.2670210669	0.1715863311
ITIH4	0.216449698	1.1618708386	0.0709249121	0.2686238779	0.172616289
NOVA2	-0.0589665447	0.9599515215	0.0710388321	0.2686238779	0.172616289
PUF60	-0.0448206112	0.9694103487	0.0710441453	0.2686238779	0.172616289
SPG7	-0.032198851	0.9779286733	0.0711272483	0.2686526001	0.1726347458
SAMM50	-0.0480401342	0.9672494214	0.0712961941	0.2688030632	0.1727314325
SH3GL2	0.0543841587	1.0384157416	0.071318182	0.2688030632	0.1727314325
SLC16A7	-0.0690358088	0.953274884	0.071866328	0.2705824285	0.1738748433
CEND1	-0.0681447245	0.9538638585	0.0719933876	0.2707742845	0.173998129
DNAJB11	-0.0481242559	0.967193024	0.0721083368	0.2709202347	0.1740919157
RPS9	-0.047537426	0.967586519	0.0724017791	0.2715757885	0.1745131712
FKBP2	-0.0490732491	0.9665570214	0.0725523164	0.2715757885	0.1745131712
CAPZB	0.0316672976	1.0221927738	0.0725900319	0.2715757885	0.1745131712
RTN4	-0.0412756943	0.9717952633	0.0726006694	0.2715757885	0.1745131712
FXYD6	0.1971456707	1.1464279361	0.0726663319	0.2715757885	0.1745131712
USP46	0.0623264016	1.0441481333	0.0727476379	0.2715757885	0.1745131712
HARS2	-0.112385627	0.9250571307	0.0728630332	0.2715757885	0.1745131712
COL1A1	-0.5111823053	0.7016471942	0.0729205681	0.2715757885	0.1745131712
SF3B3	-0.0422308065	0.9711521154	0.0729697734	0.2715757885	0.1745131712
SPRED2	-0.0691185995	0.9532201808	0.073070829	0.2716677215	0.1745722469
PCBP1	-0.0974390246	0.93469072	0.0733094919	0.2721269033	0.1748673147
LRRC8A	-0.0558490405	0.9620281133	0.0733875759	0.2721269033	0.1748673147
CPNE6	0.1073019588	1.0772118151	0.0734325395	0.2721269033	0.1748673147
OXA1L	-0.0939186828	0.9369742578	0.0736029203	0.2721269033	0.1748673147
NDUFA6	-0.0464103401	0.9683427281	0.0736771077	0.2721269033	0.1748673147
PSMA3	0.0466953182	1.032896228	0.0737175246	0.2721269033	0.1748673147
PHYHIPL	-0.0539450261	0.9632985998	0.0737297175	0.2721269033	0.1748673147
SLC25A6	-0.0409327498	0.9720262973	0.0741218174	0.2732905972	0.1756150982
TNRC6B	-0.0455193298	0.9689409626	0.0743222794	0.2737460353	0.1759077604
THSD7A	-0.1249407002	0.917041736	0.0745820219	0.2742222859	0.1762137965
UROD	0.0695305461	1.0493751607	0.0746057259	0.2742222859	0.1762137965
ADA	-0.167454493	0.8904123493	0.074998071	0.2753799141	0.1769576822
EIF5B	-0.0317559253	0.9782289559	0.0751442307	0.2756321369	0.1771197593
HSPE1	-0.0513510136	0.9650322	0.0753249934	0.2757086257	0.1771689106
SMARCA5	-0.0429635676	0.9706589815	0.0753394568	0.2757086257	0.1771689106
SKP1	-0.0721229768	0.9512371884	0.0755362609	0.2757086257	0.1771689106
CCT2	0.0402861593	1.0283177738	0.0755382869	0.2757086257	0.1771689106
RAB1B	0.0856410488	1.0611591534	0.0755525323	0.2757086257	0.1771689106
NDUFAF4	-0.1129941085	0.9246670542	0.0759198936	0.2767653499	0.177847956
P2RX7	-0.200045332	0.8705232095	0.0763774375	0.2781483344	0.1787366546
VTA1	0.0442529305	1.031149082	0.0766791881	0.2789617088	0.1792593247
HEPACAM	0.0854780002	1.0610392314	0.0767987136	0.2791111572	0.1793553594
DPYSL4	0.0567798642	1.0401415428	0.0769755575	0.2792670458	0.1794555326
LZIC	0.0735561724	1.0523073754	0.0769985868	0.2792670458	0.1794555326
VPS39	0.0533504017	1.0376719357	0.0772420427	0.2794290878	0.1795596599
DIAPH1	0.0473144933	1.033339621	0.0772667359	0.2794290878	0.1795596599
NDUFA10	-0.0524343679	0.9643078062	0.0772788708	0.2794290878	0.1795596599
MBP	-0.0972344515	0.9348232678	0.0777291357	0.2807718424	0.180422507
DNAJB12	-0.0639356661	0.956650817	0.0781710809	0.2819995065	0.1812113975
ISCA1	-0.0621134218	0.9578599102	0.0783051869	0.2819995065	0.1812113975
PCSK1	-0.0735071762	0.9503249579	0.0784207262	0.2819995065	0.1812113975
TRAF3	-0.097338097	0.9347561111	0.0784577163	0.2819995065	0.1812113975
WDR44	0.0395408454	1.0277866694	0.0784992116	0.2819995065	0.1812113975
SNRPB2	-0.0538801385	0.9633419268	0.0785445506	0.2819995065	0.1812113975
ARPC5	0.0488628572	1.0344492419	0.0791677134	0.2839503267	0.1824649843
PCMT1	0.2472441084	1.1869376142	0.0794610313	0.2839976844	0.1824954161
KIAA1109	-0.0445577105	0.9695870193	0.079531766	0.2839976844	0.1824954161
AQP4	0.1250662843	1.0905578369	0.0795759903	0.2839976844	0.1824954161
HS1BP3	0.0876447115	1.0626339503	0.0795770342	0.2839976844	0.1824954161
MPV17	-0.0447835834	0.9694352296	0.0796519616	0.2839976844	0.1824954161
ANO10	0.0549283222	1.0388074907	0.0797429638	0.2839976844	0.1824954161
ICA1	-0.0584191052	0.9603158502	0.0797576683	0.2839976844	0.1824954161
ALDH1L2	0.0969583394	1.0695162031	0.0798835904	0.2839976844	0.1824954161
NCKAP1	0.0366935082	1.0257602057	0.0799213234	0.2839976844	0.1824954161
ATP1B2	-0.0495245524	0.9662547107	0.0799791118	0.2839976844	0.1824954161
MAP4	-0.0725764498	0.9509382392	0.080127348	0.2842403832	0.182651373
RPL6	-0.0438718315	0.9700480852	0.0802360966	0.2843426612	0.1827170964
PPP6R3	-0.0385509303	0.9736323909	0.0803719924	0.2845408448	0.1828444481
RASGRF1	-0.0655066148	0.9556096881	0.0807219297	0.2853614347	0.1833717548
TYRO3	0.069092464	1.0490565607	0.0807902663	0.2853614347	0.1833717548
LAMA5	-0.0790684105	0.9466687405	0.0808570599	0.2853614347	0.1833717548
ATOX1	0.1084444745	1.0780652309	0.0809793992	0.2853614347	0.1833717548
CPNE3	0.0530747154	1.0374736647	0.0810047918	0.2853614347	0.1833717548
BAG2	0.1540643872	1.1126997791	0.0811797458	0.2856948919	0.1835860327
CBX5	-0.0408307012	0.9720950557	0.0813142696	0.2858001507	0.1836536714
PGBD5	0.0663418042	1.0470583223	0.0814645644	0.2858001507	0.1836536714
HMGN1	-0.1009656835	0.9324086648	0.0814875528	0.2858001507	0.1836536714
ROGDI	-0.0378582779	0.9740999539	0.0815309592	0.2858001507	0.1836536714
TROVE2	0.0416161235	1.0292661769	0.0817473271	0.2862765649	0.1839598127
TNPO2	0.0569996164	1.0402999899	0.0822393375	0.2877163842	0.184885033
HIBCH	-0.0741908416	0.9498747239	0.0826721767	0.2889465665	0.1856755416
COPS4	0.0338298686	1.0237261693	0.08275837	0.2889639653	0.185686722
ACIN1	-0.0673390786	0.9543966746	0.0835891015	0.291271711	0.1871696672
FMN2	-0.0640396858	0.956581844	0.0836028065	0.291271711	0.1871696672
NMRAL1	0.2526324943	1.1913790493	0.0836648928	0.291271711	0.1871696672
IDH3G	-0.0609300964	0.9586458871	0.0839085016	0.2918342608	0.1875311588
COX11	-0.0923021004	0.9380247535	0.0840359427	0.2919920745	0.187632569
OSTF1	-0.0534605349	0.9636221527	0.0842780033	0.2921120582	0.1877096699
STX1B	-0.0617311144	0.9581137723	0.0843078004	0.2921120582	0.1877096699
PPIF	-0.0521369318	0.9645066352	0.0843167745	0.2921120582	0.1877096699
WDR47	0.0459769861	1.0323820667	0.0845125708	0.2925055709	0.1879625391
UBE2O	-0.0430466323	0.9706030964	0.0846363565	0.292615602	0.1880332445
SFPQ	-0.0541683798	0.9631494764	0.0847088449	0.292615602	0.1880332445
PDP1	-0.0469129389	0.9680054405	0.0850697933	0.2935774245	0.1886513066
CACNA1A	0.0955206967	1.0684509632	0.0852888058	0.2940480338	0.1889537177
STAM2	0.0506227517	1.0357119013	0.0854303048	0.2942507499	0.1890839819
ALCAM	0.0795993786	1.0567245584	0.0860834867	0.2959251228	0.1901599252
ME2	0.046417975	1.0326976834	0.0861394109	0.2959251228	0.1901599252
SCAMP4	0.0443768426	1.0312376505	0.0862534086	0.2959251228	0.1901599252
SLC6A11	-0.1147692215	0.92353003	0.0862655236	0.2959251228	0.1901599252
OPHN1	0.0503230531	1.0354967698	0.0863322871	0.2959251228	0.1901599252
CHMP5	0.0388348678	1.0272838488	0.0867693726	0.2971370814	0.1909387233
COX7B	-0.2251492588	0.8555065118	0.0870715433	0.2978851453	0.1914194253
LYPLA1	-0.0520216552	0.9645837058	0.0872715157	0.2982457796	0.191651167
ADK	-0.0377335297	0.9741841868	0.0873446044	0.2982457796	0.191651167
RTN1	0.0519437784	1.0366607017	0.0879138842	0.2999018217	0.1927153309
ATP9A	0.0392352905	1.0275690129	0.0880717135	0.3001524488	0.1928763826
SH3BGRL3	0.0964540319	1.0691424091	0.088322802	0.3004427515	0.1930629296
UGT8	0.2341848049	1.1762419137	0.088325778	0.3004427515	0.1930629296
PAPSS1	0.0862963646	1.0616412734	0.0885075804	0.3007736114	0.1932755384
OPALIN	-0.1175502611	0.9217514839	0.0886447978	0.300952472	0.1933904732
VPS37B	0.1064832354	1.0766006753	0.0890145785	0.3019198	0.1940120731
NUCB2	-0.0881820039	0.9407074246	0.0894702823	0.3026537068	0.1944836778
FHIT	0.1224892382	1.0886115426	0.0894770593	0.3026537068	0.1944836778
TNKS1BP1	0.0377563048	1.0265161354	0.0894861438	0.3026537068	0.1944836778
CAPRIN1	-0.0387763582	0.9734802681	0.0897700867	0.303325706	0.194915501
ACTR2	0.0307733195	1.0215595596	0.0900795395	0.3040825442	0.1954018412
VASP	0.0484267815	1.0341366118	0.0903548379	0.3045741101	0.1957177188
TPM4	-0.0516548816	0.9648289613	0.0904614415	0.3045741101	0.1957177188
PPP2R5E	0.0584123829	1.041319208	0.0904819658	0.3045741101	0.1957177188
NT5C1A	-0.1395651651	0.9077927269	0.0907603166	0.3051292677	0.1960744602
FKBP4	-0.0522225853	0.9644493737	0.0908184077	0.3051292677	0.1960744602
LRSAM1	0.0766671102	1.0545789538	0.090935182	0.3051734559	0.1961028553
Histone H2B type 1-C/E/F/G/I	0.0544455926	1.0384599611	0.0910031019	0.3051734559	0.1961028553
SPARCL1	-0.1156271995	0.9229809653	0.091137999	0.3053380419	0.1962086174
FAM81A	0.0970904456	1.0696141422	0.0912309781	0.3053620132	0.1962240212
MCAT	-0.0622209406	0.9577885271	0.0913377679	0.3054321224	0.196269073
SIRT2	-0.0756273382	0.948929401	0.0922419491	0.3081660608	0.1980258874
CHMP4A	-0.1196871149	0.9203872384	0.0925784543	0.3090001318	0.1985618571
AKAP5	-0.0656221721	0.9555331485	0.0927801803	0.3093832066	0.1988080189
DMWD	0.0735434403	1.0522980885	0.0932595286	0.310690452	0.1996480479
ACSS3	0.0683425002	1.0485113658	0.0935618987	0.3114062074	0.2001079886
CTSA	-0.0648358242	0.9560541084	0.0939851839	0.3125226956	0.200825438
FBXO2	0.1096775969	1.0789870853	0.094140832	0.312747974	0.2009702007
SRCIN1	-0.036902795	0.9747453045	0.0943090959	0.3130147044	0.2011416003
PHACTR3	-0.0579525331	0.9606264696	0.0944980464	0.313349533	0.2013567594
MYLK	-0.0761558397	0.948581844	0.094610819	0.3134313724	0.201409349
CAV1	-0.0704624027	0.952332714	0.0950722275	0.3145661666	0.2021385617
NDRG4	0.039400684	1.0276868223	0.0952317684	0.3145661666	0.2021385617
VWA5A	0.0670536067	1.0475750515	0.0953027013	0.3145661666	0.2021385617
PUM1	-0.0608500482	0.9586990792	0.0953070061	0.3145661666	0.2021385617
HARS	-0.043897459	0.9700308538	0.095762647	0.3157771066	0.2029167054
GOLM1	0.0928345773	1.0664634907	0.0960005351	0.3160025744	0.2030615898
ARHGAP23	0.0480142979	1.0338409821	0.0960086517	0.3160025744	0.2030615898
PPP1R2	-0.0511075872	0.9651950439	0.0961625891	0.3162167208	0.2031991992
RAB6B	0.0591854079	1.0418773172	0.0962648794	0.3162607949	0.2032275209
TIAL1	-0.0464505544	0.9683157365	0.0967748548	0.3176429275	0.204115672
ACTR3B	0.056831376	1.0401786821	0.0970434976	0.3182311194	0.2044936411
MYO1B	-0.0662576199	0.9551123682	0.0971704489	0.3183540123	0.2045726114
OLFM3	-0.053578825	0.9635431461	0.097719364	0.3198217988	0.2055158033
RBBP4	-0.0486978517	0.9668085577	0.0979468709	0.3198217988	0.2055158033
UBA6	0.0327691239	1.022973749	0.0979665539	0.3198217988	0.2055158033
SLC32A1	-0.0651624404	0.9558376889	0.0979780103	0.3198217988	0.2055158033
UBR2	0.097166731	1.0696707016	0.0987569002	0.322068791	0.2069597086
FLAD1	-0.0632274075	0.9571205784	0.0991542495	0.3230685163	0.2076021268
CADM3	0.0389140414	1.0273402266	0.099408067	0.3231845792	0.2076767083
DYNC1I1	0.0402440399	1.0282877525	0.0995125278	0.3231845792	0.2076767083
NDRG3	-0.0355828091	0.9756375504	0.0995192017	0.3231845792	0.2076767083
MCCC2	0.0829800199	1.0592036655	0.0995532037	0.3231845792	0.2076767083
CFL1	0.0325900532	1.022846783	0.0997481364	0.3234110817	0.2078222576
GPX1	-0.0604005199	0.9589978461	0.0998047689	0.3234110817	0.2078222576
RPL9	-0.0368425388	0.9747860169	0.1000946135	0.3240551727	0.208236147
CRYM	0.0670708458	1.0475875693	0.1005661415	0.3249966117	0.2088411108
PHKA2	0.0661731897	1.0469359548	0.1005680915	0.3249966117	0.2088411108
BCKDHA	0.0692902925	1.0492004216	0.100740717	0.3251135825	0.2089162756
SPTBN1	0.0231620641	1.0161842889	0.1008370047	0.3251135825	0.2089162756
OLA1	0.0433720304	1.0305196614	0.1008784135	0.3251135825	0.2089162756
SYNPR	0.1591216762	1.1166071321	0.1010406223	0.3253416599	0.209062837
HGS	0.0266192938	1.0186223616	0.1012553558	0.3254855695	0.2091553125
PCLO	-0.0347166231	0.9762234936	0.10133117	0.3254855695	0.2091553125
TXN	0.0440921748	1.0310341902	0.1013597558	0.3254855695	0.2091553125
PGM2L1	0.0857395624	1.0612316164	0.1014684331	0.3255407439	0.2091907673
NEGR1	0.0417777198	1.0293814715	0.102845589	0.3290631381	0.2114542393
DGKE	0.2359920339	1.1777162866	0.1029049669	0.3290631381	0.2114542393
